Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Clothing,Germany,8441,05/04/23 0:00,ORDER07841,Bank Transfer,157,No,3,Next Day,16.00%,$545.2,$659,7,3,$36.9,$3K
Clothing,Germany,5090,07/09/23 0:00,ORDER01155,Bank Transfer,1000,No,3,Next Day,24.00%,$231.6,$92,2,4,$14.5,$0K
Clothing,Germany,8369,3/14/2023 12:00:00 AM,ORDER02076,Bank Transfer,659,No,3,Next Day,40.00%,$391.1,$298,9,5,$3.9,$2K
Clothing,Germany,5373,7/15/2023 12:00:00 AM,ORDER06746,Bank Transfer,793,No,4,Next Day,25.00%,$201.5,$76,2,2,$13.9,$0K
Clothing,Germany,1139,2/20/2023 12:00:00 AM,ORDER06998,Bank Transfer,257,No,4,Next Day,37.00%,$64.0,$43,5,2,$20.1,$0K
Clothing,Germany,7976,11/03/23 0:00,ORDER05019,Bank Transfer,418,No,5,Next Day,5.00%,$667.1,"$1,364",8,0,$26.8,$5K
Clothing,Germany,5280,8/27/2023 12:00:00 AM,ORDER08202,Bank Transfer,978,No,5,Next Day,31.00%,$581.1,$90,2,2,$46.1,$1K
Clothing,Germany,2830,11/28/2023 12:00:00 AM,ORDER09413,Bank Transfer,144,No,5,Next Day,21.00%,$237.8,$173,8,2,$9.1,$2K
Clothing,Germany,1297,08/12/23 0:00,ORDER03546,Bank Transfer,977,No,5,Next Day,19.00%,$243.7,$106,4,5,$24.7,$1K
Clothing,UK,2638,5/21/2023 12:00:00 AM,ORDER05839,Bank Transfer,397,No,1,Next Day,17.00%,$807.7,$311,4,0,$49.7,$3K
Clothing,UK,3836,3/27/2023 12:00:00 AM,ORDER04387,Bank Transfer,130,No,1,Next Day,22.00%,$18.1,$19,7,3,$45.2,$0K
Clothing,UK,4652,07/03/23 0:00,ORDER08227,Bank Transfer,900,No,1,Next Day,9.00%,$679.0,$248,3,4,$38.2,$2K
Clothing,UK,3097,3/26/2023 12:00:00 AM,ORDER05360,Bank Transfer,623,No,2,Next Day,14.00%,$115.2,$286,10,1,$41.6,$1K
Clothing,UK,2375,08/12/23 0:00,ORDER09788,Bank Transfer,215,No,2,Next Day,38.00%,$835.7,$108,2,3,$25.9,$1K
Clothing,UK,8606,10/16/2023 12:00:00 AM,ORDER08278,Bank Transfer,424,No,2,Next Day,18.00%,$594.4,$854,7,4,$38.9,$3K
Clothing,UK,7176,12/02/23 0:00,ORDER06292,Bank Transfer,51,No,3,Next Day,32.00%,$501.7,$443,8,3,$2.8,$3K
Clothing,UK,3427,9/26/2023 12:00:00 AM,ORDER01012,Bank Transfer,119,No,3,Next Day,16.00%,$426.3,$568,7,5,$37.4,$3K
Clothing,UK,5628,10/11/23 0:00,ORDER04904,Bank Transfer,483,No,4,Next Day,36.00%,$573.1,$647,8,0,$17.4,$3K
Clothing,UK,3208,01/12/23 0:00,ORDER05210,Bank Transfer,748,No,4,Next Day,29.00%,$667.2,"$1,005",9,0,$5.7,$4K
Clothing,UK,4774,09/01/23 0:00,ORDER02577,Bank Transfer,844,No,4,Next Day,9.00%,$178.9,$233,6,2,$34.8,$1K
Clothing,UK,5943,10/02/23 0:00,ORDER03984,Bank Transfer,733,No,5,Next Day,12.00%,$35.8,$38,6,0,$28.6,$0K
Clothing,UK,2969,8/20/2023 12:00:00 AM,ORDER09024,Bank Transfer,169,No,5,Next Day,31.00%,$293.4,$171,3,1,$13.8,$1K
Clothing,UK,5803,10/18/2023 12:00:00 AM,ORDER03045,Bank Transfer,434,No,5,Next Day,8.00%,$801.7,"$1,020",5,1,$25.2,$4K
Clothing,UK,3362,4/14/2023 12:00:00 AM,ORDER06194,Bank Transfer,23,No,5,Next Day,34.00%,$612.7,$339,6,1,$47.3,$2K
Clothing,UK,9101,6/15/2023 12:00:00 AM,ORDER05968,Bank Transfer,61,No,5,Next Day,7.00%,$590.6,$219,2,2,$47.1,$1K
Clothing,UK,9320,1/19/2023 12:00:00 AM,ORDER08820,Bank Transfer,600,No,5,Next Day,32.00%,$192.4,$113,3,3,$5.3,$0K
Clothing,UK,8845,12/10/23 0:00,ORDER09350,Bank Transfer,810,No,5,Next Day,33.00%,$929.7,$327,2,4,$40.0,$1K
Clothing,UK,5945,07/04/23 0:00,ORDER02856,Bank Transfer,569,No,5,Next Day,23.00%,$514.3,$432,6,4,$36.5,$2K
Clothing,UK,1818,7/15/2023 12:00:00 AM,ORDER07243,Bank Transfer,354,No,5,Next Day,25.00%,$74.5,$96,10,4,$9.0,$1K
Clothing,UK,1933,09/03/23 0:00,ORDER08485,Bank Transfer,341,No,5,Next Day,38.00%,$740.9,$812,7,5,$28.5,$3K
Clothing,USA,1840,4/27/2023 12:00:00 AM,ORDER03982,Bank Transfer,528,No,1,Next Day,25.00%,$52.5,$61,9,0,$32.4,$0K
Clothing,USA,6051,11/12/23 0:00,ORDER05561,Bank Transfer,768,No,1,Next Day,7.00%,$270.9,$164,3,1,$11.0,$1K
Clothing,USA,1531,02/08/23 0:00,ORDER05957,Bank Transfer,247,No,1,Next Day,22.00%,$917.8,$723,5,5,$2.5,$4K
Clothing,USA,3130,07/02/23 0:00,ORDER06448,Bank Transfer,12,No,2,Next Day,23.00%,$381.1,$231,3,2,$22.0,$1K
Clothing,USA,6696,05/09/23 0:00,ORDER04675,Bank Transfer,841,No,2,Next Day,30.00%,$820.4,$512,4,2,$18.8,$2K
Clothing,USA,9854,05/03/23 0:00,ORDER09709,Bank Transfer,835,No,2,Next Day,9.00%,$860.2,$401,3,4,$29.9,$2K
Clothing,USA,1158,09/03/23 0:00,ORDER07919,Bank Transfer,102,No,3,Next Day,39.00%,$610.1,$832,9,0,$5.3,$3K
Clothing,USA,4145,12/09/23 0:00,ORDER05497,Bank Transfer,210,No,4,Next Day,28.00%,$671.6,$132,1,0,$40.5,$0K
Clothing,USA,5985,4/24/2023 12:00:00 AM,ORDER02775,Bank Transfer,958,No,4,Next Day,12.00%,$161.0,$94,4,2,$47.1,$1K
Clothing,USA,4419,12/13/2023 12:00:00 AM,ORDER03508,Bank Transfer,332,No,4,Next Day,5.00%,$686.5,$676,4,3,$9.4,$3K
Clothing,USA,4280,3/16/2023 12:00:00 AM,ORDER07272,Bank Transfer,839,No,4,Next Day,24.00%,$427.1,$193,4,3,$23.6,$1K
Clothing,USA,3551,10/25/2023 12:00:00 AM,ORDER09565,Bank Transfer,881,No,4,Next Day,11.00%,$654.7,$541,4,4,$49.9,$2K
Clothing,USA,6375,12/25/2023 12:00:00 AM,ORDER01543,Bank Transfer,612,No,5,Next Day,16.00%,$412.2,$696,8,4,$31.7,$3K
Clothing,USA,2414,8/15/2023 12:00:00 AM,ORDER04185,Bank Transfer,319,No,5,Next Day,6.00%,$795.7,$471,6,5,$30.2,$4K
Electronics,Canada,5335,2/23/2023 12:00:00 AM,ORDER01122,Bank Transfer,561,No,1,Next Day,36.00%,$767.8,$708,6,1,$36.4,$3K
Electronics,Canada,4626,8/27/2023 12:00:00 AM,ORDER08793,Bank Transfer,346,No,2,Next Day,31.00%,$653.0,$282,4,3,$25.6,$2K
Electronics,Canada,3636,9/13/2023 12:00:00 AM,ORDER02494,Bank Transfer,107,No,2,Next Day,31.00%,$584.3,$454,4,5,$13.5,$2K
Electronics,Canada,8651,11/03/23 0:00,ORDER02032,Bank Transfer,172,No,3,Next Day,38.00%,$455.5,$679,10,0,$30.4,$3K
Electronics,Canada,7922,1/27/2023 12:00:00 AM,ORDER05176,Bank Transfer,199,No,3,Next Day,40.00%,$643.7,$486,10,3,$43.8,$4K
Electronics,Canada,1510,12/24/2023 12:00:00 AM,ORDER02946,Bank Transfer,635,No,4,Next Day,32.00%,$808.1,$240,2,2,$11.6,$1K
Electronics,Canada,8175,09/09/23 0:00,ORDER05138,Bank Transfer,945,No,4,Next Day,34.00%,$891.3,$122,1,4,$23.3,$1K
Electronics,Canada,4104,04/06/23 0:00,ORDER08489,Bank Transfer,220,No,4,Next Day,36.00%,$88.4,$29,3,5,$5.9,$0K
Electronics,Canada,2253,12/28/2023 12:00:00 AM,ORDER01339,Bank Transfer,731,No,5,Next Day,25.00%,$764.0,$547,7,3,$21.6,$4K
Electronics,Canada,6771,1/13/2023 12:00:00 AM,ORDER03882,Bank Transfer,338,No,5,Next Day,11.00%,$772.5,$80,1,4,$46.7,$1K
Electronics,Canada,3540,03/04/23 0:00,ORDER05922,Bank Transfer,161,No,5,Next Day,35.00%,$606.8,$112,2,4,$32.7,$1K
Electronics,France,2181,2/24/2023 12:00:00 AM,ORDER06974,Bank Transfer,208,No,1,Next Day,32.00%,$599.5,$267,3,1,$22.0,$1K
Electronics,France,8948,11/15/2023 12:00:00 AM,ORDER06115,Bank Transfer,818,No,1,Next Day,6.00%,$622.1,$629,10,1,$2.6,$6K
Electronics,France,2376,2/16/2023 12:00:00 AM,ORDER06927,Bank Transfer,701,No,1,Next Day,16.00%,$461.1,$163,3,4,$47.6,$1K
Electronics,France,6758,12/28/2023 12:00:00 AM,ORDER09691,Bank Transfer,942,No,1,Next Day,19.00%,$482.6,$586,7,5,$37.8,$3K
Electronics,France,5703,5/28/2023 12:00:00 AM,ORDER04102,Bank Transfer,982,No,2,Next Day,32.00%,$702.1,$263,2,1,$13.8,$1K
Electronics,France,9324,2/23/2023 12:00:00 AM,ORDER06710,Bank Transfer,542,No,2,Next Day,28.00%,$677.2,$309,4,2,$31.1,$2K
Electronics,France,4693,10/05/23 0:00,ORDER03517,Bank Transfer,171,No,3,Next Day,9.00%,$348.6,$416,7,2,$15.5,$2K
Electronics,France,4982,7/21/2023 12:00:00 AM,ORDER07158,Bank Transfer,140,No,3,Next Day,34.00%,$607.5,$115,1,5,$14.0,$0K
Electronics,France,3083,04/06/23 0:00,ORDER04808,Bank Transfer,612,No,3,Next Day,37.00%,$626.8,$219,4,5,$47.6,$2K
Electronics,France,4711,8/13/2023 12:00:00 AM,ORDER05057,Bank Transfer,890,No,4,Next Day,15.00%,$548.7,$474,6,0,$7.1,$3K
Electronics,France,8980,7/25/2023 12:00:00 AM,ORDER06087,Bank Transfer,659,No,4,Next Day,10.00%,$800.0,$235,2,1,$37.9,$1K
Electronics,France,7576,10/20/2023 12:00:00 AM,ORDER01430,Bank Transfer,859,No,4,Next Day,20.00%,$845.2,$376,4,2,$48.4,$3K
Electronics,France,1538,03/01/23 0:00,ORDER06531,Bank Transfer,731,No,4,Next Day,25.00%,$420.6,$491,8,3,$3.6,$3K
Electronics,France,5826,4/27/2023 12:00:00 AM,ORDER03109,Bank Transfer,870,No,4,Next Day,15.00%,$206.2,$214,6,4,$20.4,$1K
Electronics,France,3480,11/11/23 0:00,ORDER07767,Bank Transfer,88,No,5,Next Day,25.00%,$498.5,$423,5,2,$25.0,$2K
Electronics,France,3290,12/18/2023 12:00:00 AM,ORDER06524,Bank Transfer,197,No,5,Next Day,31.00%,$769.0,$504,4,4,$48.6,$2K
Electronics,France,7921,07/06/23 0:00,ORDER05867,Bank Transfer,458,No,5,Next Day,11.00%,$449.3,$788,9,4,$16.1,$4K
Electronics,Germany,1288,02/09/23 0:00,ORDER03872,Bank Transfer,780,No,1,Next Day,21.00%,$462.7,$263,5,0,$8.4,$2K
Electronics,Germany,3219,11/25/2023 12:00:00 AM,ORDER08128,Bank Transfer,287,No,1,Next Day,6.00%,$934.6,"$2,007",9,1,$13.3,$8K
Electronics,Germany,7327,07/11/23 0:00,ORDER01852,Bank Transfer,765,No,1,Next Day,36.00%,$961.4,$693,10,4,$48.1,$6K
Electronics,Germany,9101,06/03/23 0:00,ORDER07480,Bank Transfer,170,No,1,Next Day,20.00%,$597.3,$191,2,5,$8.3,$1K
Electronics,Germany,1712,10/10/23 0:00,ORDER05539,Bank Transfer,354,No,2,Next Day,20.00%,$984.6,$219,1,3,$36.4,$1K
Electronics,Germany,7589,11/27/2023 12:00:00 AM,ORDER07583,Bank Transfer,643,No,2,Next Day,37.00%,$379.6,$626,9,3,$34.7,$2K
Electronics,Germany,5921,7/26/2023 12:00:00 AM,ORDER09268,Bank Transfer,989,No,3,Next Day,10.00%,$159.1,$213,7,0,$36.8,$1K
Electronics,Germany,7175,12/26/2023 12:00:00 AM,ORDER03269,Bank Transfer,511,No,3,Next Day,8.00%,$275.7,$84,3,2,$18.2,$1K
Electronics,Germany,3804,4/23/2023 12:00:00 AM,ORDER05823,Bank Transfer,589,No,3,Next Day,39.00%,$505.4,$69,1,4,$6.6,$0K
Electronics,Germany,5561,6/27/2023 12:00:00 AM,ORDER08211,Bank Transfer,927,No,3,Next Day,39.00%,$109.8,$25,2,4,$35.7,$0K
Electronics,Germany,9906,2/18/2023 12:00:00 AM,ORDER06880,Bank Transfer,635,No,4,Next Day,6.00%,$174.5,$300,7,5,$13.5,$1K
Electronics,Germany,4947,12/11/23 0:00,ORDER06316,Bank Transfer,270,No,5,Next Day,22.00%,$375.9,$251,6,2,$36.5,$2K
Electronics,UK,7614,10/27/2023 12:00:00 AM,ORDER09464,Bank Transfer,992,No,1,Next Day,39.00%,$44.8,$8,1,1,$20.3,$0K
Electronics,UK,1915,10/09/23 0:00,ORDER05012,Bank Transfer,470,No,1,Next Day,19.00%,$389.9,$262,7,2,$11.4,$2K
Electronics,UK,3521,03/03/23 0:00,ORDER02230,Bank Transfer,831,No,1,Next Day,17.00%,$694.0,$831,7,5,$41.2,$4K
Electronics,UK,5195,06/05/23 0:00,ORDER02673,Bank Transfer,542,No,2,Next Day,22.00%,$950.8,$884,5,0,$11.9,$4K
Electronics,UK,8852,02/03/23 0:00,ORDER09282,Bank Transfer,495,No,2,Next Day,22.00%,$535.3,$538,10,1,$37.2,$4K
Electronics,UK,5294,9/28/2023 12:00:00 AM,ORDER03383,Bank Transfer,189,No,3,Next Day,16.00%,$551.2,$106,1,1,$11.9,$0K
Electronics,UK,4791,04/04/23 0:00,ORDER04631,Bank Transfer,660,No,3,Next Day,16.00%,$622.3,$680,8,2,$29.0,$4K
Electronics,UK,2164,11/02/23 0:00,ORDER01126,Bank Transfer,522,No,3,Next Day,5.00%,$256.1,$292,6,3,$24.8,$1K
Electronics,UK,2417,3/25/2023 12:00:00 AM,ORDER08958,Bank Transfer,698,No,3,Next Day,28.00%,$645.9,$161,2,4,$31.1,$1K
Electronics,UK,7132,1/27/2023 12:00:00 AM,ORDER09321,Bank Transfer,901,No,4,Next Day,20.00%,$233.8,$220,9,0,$36.4,$2K
Electronics,UK,5033,6/27/2023 12:00:00 AM,ORDER05065,Bank Transfer,41,No,4,Next Day,35.00%,$870.6,$159,2,2,$6.2,$1K
Electronics,UK,1202,08/04/23 0:00,ORDER01941,Bank Transfer,46,No,4,Next Day,22.00%,$70.7,$133,9,4,$45.0,$0K
Electronics,UK,9372,8/17/2023 12:00:00 AM,ORDER09549,Bank Transfer,223,No,4,Next Day,24.00%,$50.4,$54,9,4,$32.1,$0K
Electronics,UK,3338,10/23/2023 12:00:00 AM,ORDER07708,Bank Transfer,646,No,5,Next Day,28.00%,$713.3,$498,4,2,$29.8,$2K
Electronics,UK,3500,4/16/2023 12:00:00 AM,ORDER07692,Bank Transfer,597,No,5,Next Day,21.00%,$454.4,$687,9,4,$21.9,$3K
Electronics,UK,2367,11/18/2023 12:00:00 AM,ORDER02546,Bank Transfer,735,No,5,Next Day,13.00%,$300.8,$388,10,4,$37.8,$3K
Electronics,UK,8279,01/11/23 0:00,ORDER07114,Bank Transfer,308,No,5,Next Day,29.00%,$236.3,$360,9,5,$8.8,$2K
Electronics,USA,5952,11/24/2023 12:00:00 AM,ORDER01027,Bank Transfer,342,No,1,Next Day,21.00%,$579.1,$782,6,2,$5.4,$3K
Electronics,USA,9710,03/11/23 0:00,ORDER09897,Bank Transfer,203,No,1,Next Day,20.00%,$996.0,$100,1,5,$15.0,$1K
Electronics,USA,1869,1/27/2023 12:00:00 AM,ORDER01885,Bank Transfer,521,No,1,Next Day,40.00%,$735.9,$183,2,5,$14.8,$1K
Electronics,USA,3184,09/04/23 0:00,ORDER06907,Bank Transfer,420,No,1,Next Day,17.00%,$191.1,$315,8,5,$29.4,$1K
Electronics,USA,1104,05/07/23 0:00,ORDER03413,Bank Transfer,787,No,2,Next Day,15.00%,$768.7,$589,4,0,$15.4,$3K
Electronics,USA,1286,05/04/23 0:00,ORDER09224,Bank Transfer,700,No,2,Next Day,22.00%,$44.9,$23,3,2,$5.8,$0K
Electronics,USA,1501,07/09/23 0:00,ORDER03326,Bank Transfer,278,No,2,Next Day,36.00%,$413.5,$365,9,5,$38.3,$2K
Electronics,USA,5597,11/01/23 0:00,ORDER08853,Bank Transfer,605,No,3,Next Day,26.00%,$473.3,$728,8,0,$43.4,$3K
Electronics,USA,6790,5/15/2023 12:00:00 AM,ORDER06718,Bank Transfer,471,No,3,Next Day,20.00%,$349.9,$251,4,1,$11.0,$1K
Electronics,USA,3050,1/13/2023 12:00:00 AM,ORDER08179,Bank Transfer,767,No,3,Next Day,14.00%,$522.7,$267,3,2,$36.3,$1K
Electronics,USA,3996,04/02/23 0:00,ORDER02265,Bank Transfer,336,No,3,Next Day,15.00%,$259.5,$52,1,3,$44.5,$0K
Electronics,USA,7139,01/02/23 0:00,ORDER08091,Bank Transfer,285,No,3,Next Day,34.00%,$612.5,$310,5,5,$6.2,$2K
Electronics,USA,3409,12/28/2023 12:00:00 AM,ORDER06055,Bank Transfer,961,No,4,Next Day,26.00%,$140.8,$16,1,1,$8.6,$0K
Electronics,USA,3616,3/23/2023 12:00:00 AM,ORDER01718,Bank Transfer,148,No,4,Next Day,11.00%,$135.3,$153,6,1,$26.3,$1K
Electronics,USA,3587,2/20/2023 12:00:00 AM,ORDER08571,Bank Transfer,964,No,4,Next Day,24.00%,$826.5,$142,1,2,$41.8,$1K
Electronics,USA,1692,07/11/23 0:00,ORDER04048,Bank Transfer,742,No,4,Next Day,39.00%,$16.1,$19,8,5,$39.9,$0K
Electronics,USA,6694,4/16/2023 12:00:00 AM,ORDER09857,Bank Transfer,777,No,5,Next Day,11.00%,$219.2,$110,3,0,$37.2,$1K
Electronics,USA,7181,07/07/23 0:00,ORDER02693,Bank Transfer,981,No,5,Next Day,7.00%,$479.3,$281,5,1,$25.7,$2K
Electronics,USA,2218,08/07/23 0:00,ORDER05201,Bank Transfer,490,No,5,Next Day,7.00%,$899.0,$369,2,2,$13.2,$2K
Electronics,USA,2093,5/14/2023 12:00:00 AM,ORDER08119,Bank Transfer,396,No,5,Next Day,38.00%,$462.1,$465,8,4,$35.8,$2K
Home,Canada,4937,9/15/2023 12:00:00 AM,ORDER02477,Bank Transfer,655,No,1,Next Day,10.00%,$960.0,$617,5,5,$38.4,$4K
Home,Canada,9957,10/26/2023 12:00:00 AM,ORDER09749,Bank Transfer,314,No,2,Next Day,20.00%,$484.4,$238,3,2,$17.5,$1K
Home,Canada,2942,10/18/2023 12:00:00 AM,ORDER05278,Bank Transfer,87,No,2,Next Day,17.00%,$699.6,"$1,084",7,2,$42.5,$4K
Home,Canada,5629,4/21/2023 12:00:00 AM,ORDER06075,Bank Transfer,850,No,2,Next Day,18.00%,$133.0,$129,8,2,$29.5,$1K
Home,Canada,7499,10/09/23 0:00,ORDER06295,Bank Transfer,725,No,2,Next Day,15.00%,$200.3,$323,9,5,$30.6,$2K
Home,Canada,8250,11/18/2023 12:00:00 AM,ORDER03614,Bank Transfer,363,No,3,Next Day,12.00%,$977.3,$88,1,0,$26.4,$1K
Home,Canada,9796,5/27/2023 12:00:00 AM,ORDER05756,Bank Transfer,526,No,3,Next Day,21.00%,$519.5,$76,1,2,$3.5,$0K
Home,Canada,7186,7/25/2023 12:00:00 AM,ORDER07361,Bank Transfer,458,No,3,Next Day,34.00%,$614.5,$587,5,4,$35.1,$2K
Home,Canada,8797,11/20/2023 12:00:00 AM,ORDER02014,Bank Transfer,242,No,4,Next Day,21.00%,$306.8,$499,10,1,$17.9,$2K
Home,Canada,3451,5/20/2023 12:00:00 AM,ORDER06078,Bank Transfer,814,No,4,Next Day,11.00%,$632.4,"$1,000",6,2,$46.7,$3K
Home,Canada,7451,5/22/2023 12:00:00 AM,ORDER04760,Bank Transfer,958,No,4,Next Day,21.00%,$73.3,$97,8,2,$7.6,$0K
Home,Canada,8844,05/01/23 0:00,ORDER03870,Bank Transfer,97,No,5,Next Day,9.00%,$921.9,$353,2,2,$6.8,$2K
Home,Canada,9994,04/02/23 0:00,ORDER08624,Bank Transfer,258,No,5,Next Day,16.00%,$179.2,$177,7,3,$32.7,$1K
Home,Canada,1825,1/19/2023 12:00:00 AM,ORDER02223,Bank Transfer,657,No,5,Next Day,12.00%,$278.8,$291,9,3,$7.9,$2K
Home,Canada,2530,03/06/23 0:00,ORDER08991,Bank Transfer,326,No,5,Next Day,9.00%,$72.3,$30,4,4,$13.0,$0K
Home,Canada,7714,2/20/2023 12:00:00 AM,ORDER03945,Bank Transfer,870,No,5,Next Day,15.00%,$616.6,$663,9,4,$36.8,$5K
Home,Canada,3899,03/08/23 0:00,ORDER03948,Bank Transfer,579,No,5,Next Day,30.00%,$593.5,$173,4,5,$43.3,$2K
Home,Canada,9175,2/25/2023 12:00:00 AM,ORDER05620,Bank Transfer,334,No,5,Next Day,29.00%,$751.9,$959,9,5,$40.5,$5K
Home,France,3334,1/20/2023 12:00:00 AM,ORDER03506,Bank Transfer,851,No,1,Next Day,24.00%,$671.8,$231,4,0,$34.5,$2K
Home,France,3579,01/04/23 0:00,ORDER08887,Bank Transfer,217,No,1,Next Day,31.00%,$533.3,$363,4,0,$5.3,$1K
Home,France,3041,2/19/2023 12:00:00 AM,ORDER02581,Bank Transfer,756,No,1,Next Day,14.00%,$178.3,$318,8,0,$16.7,$1K
Home,France,8095,09/04/23 0:00,ORDER06207,Bank Transfer,884,No,1,Next Day,16.00%,$157.8,$149,8,1,$6.3,$1K
Home,France,3204,01/12/23 0:00,ORDER03325,Bank Transfer,638,No,1,Next Day,35.00%,$817.6,$406,3,2,$16.7,$2K
Home,France,3184,8/24/2023 12:00:00 AM,ORDER09415,Bank Transfer,985,No,2,Next Day,22.00%,$847.3,$695,4,1,$16.6,$3K
Home,France,5163,11/17/2023 12:00:00 AM,ORDER03817,Bank Transfer,236,No,2,Next Day,15.00%,$112.7,$57,3,2,$12.5,$0K
Home,France,5456,8/26/2023 12:00:00 AM,ORDER06922,Bank Transfer,612,No,2,Next Day,34.00%,$527.4,$330,8,3,$20.9,$3K
Home,France,2246,06/11/23 0:00,ORDER01973,Bank Transfer,499,No,4,Next Day,33.00%,$306.9,$182,3,0,$43.9,$1K
Home,France,9862,11/28/2023 12:00:00 AM,ORDER05260,Bank Transfer,971,No,4,Next Day,20.00%,$409.6,$319,7,1,$17.5,$2K
Home,France,6703,04/02/23 0:00,ORDER06267,Bank Transfer,262,No,4,Next Day,6.00%,$488.9,$132,2,2,$37.1,$1K
Home,Germany,8089,06/07/23 0:00,ORDER04766,Bank Transfer,565,No,1,Next Day,29.00%,$360.7,$137,2,0,$38.3,$1K
Home,Germany,9415,1/14/2023 12:00:00 AM,ORDER08774,Bank Transfer,539,No,1,Next Day,28.00%,$184.0,$355,9,0,$39.4,$1K
Home,Germany,8985,01/02/23 0:00,ORDER08610,Bank Transfer,672,No,1,Next Day,16.00%,$21.0,$29,10,0,$14.7,$0K
Home,Germany,5351,5/15/2023 12:00:00 AM,ORDER08806,Bank Transfer,947,No,1,Next Day,7.00%,$380.7,$374,9,1,$5.5,$3K
Home,Germany,3848,10/25/2023 12:00:00 AM,ORDER05501,Bank Transfer,132,No,1,Next Day,31.00%,$532.7,$49,1,2,$22.2,$0K
Home,Germany,2073,2/23/2023 12:00:00 AM,ORDER08095,Bank Transfer,840,No,1,Next Day,18.00%,$120.0,$71,7,2,$43.4,$1K
Home,Germany,7109,09/07/23 0:00,ORDER09963,Bank Transfer,422,No,1,Next Day,8.00%,$471.7,"$1,157",10,2,$5.2,$4K
Home,Germany,3706,02/04/23 0:00,ORDER01671,Bank Transfer,933,No,1,Next Day,15.00%,$717.6,$92,1,3,$8.7,$1K
Home,Germany,8999,12/26/2023 12:00:00 AM,ORDER03829,Bank Transfer,851,No,1,Next Day,20.00%,$502.4,$277,4,3,$30.4,$2K
Home,Germany,6996,3/19/2023 12:00:00 AM,ORDER01188,Bank Transfer,31,No,1,Next Day,6.00%,$570.8,$329,3,5,$10.4,$2K
Home,Germany,4770,08/05/23 0:00,ORDER03681,Bank Transfer,802,No,2,Next Day,14.00%,$754.9,$465,4,0,$44.1,$3K
Home,Germany,1186,10/11/23 0:00,ORDER01703,Bank Transfer,926,No,2,Next Day,39.00%,$776.8,$439,5,2,$9.1,$2K
Home,Germany,9552,12/18/2023 12:00:00 AM,ORDER06184,Bank Transfer,914,No,3,Next Day,21.00%,$869.6,"$1,464",10,0,$42.4,$7K
Home,Germany,3189,8/28/2023 12:00:00 AM,ORDER06696,Bank Transfer,245,No,3,Next Day,32.00%,$355.3,$70,1,2,$27.8,$0K
Home,Germany,3869,3/19/2023 12:00:00 AM,ORDER05672,Bank Transfer,928,No,3,Next Day,34.00%,$786.6,$226,2,5,$11.4,$1K
Home,Germany,4032,10/27/2023 12:00:00 AM,ORDER04473,Bank Transfer,145,No,4,Next Day,5.00%,$457.9,$263,3,3,$22.3,$1K
Home,Germany,5577,11/27/2023 12:00:00 AM,ORDER09121,Bank Transfer,205,No,4,Next Day,31.00%,$361.7,$56,1,5,$46.0,$0K
Home,Germany,9503,8/19/2023 12:00:00 AM,ORDER03922,Bank Transfer,672,No,5,Next Day,13.00%,$570.7,$81,1,0,$45.2,$0K
Home,Germany,6308,6/22/2023 12:00:00 AM,ORDER08691,Bank Transfer,960,No,5,Next Day,13.00%,$579.2,$452,3,0,$29.1,$2K
Home,Germany,3423,1/16/2023 12:00:00 AM,ORDER09742,Bank Transfer,736,No,5,Next Day,26.00%,$989.6,"$1,289",8,0,$48.8,$6K
Home,Germany,7201,11/07/23 0:00,ORDER09291,Bank Transfer,315,No,5,Next Day,32.00%,$146.3,$56,2,1,$29.5,$0K
Home,Germany,3855,05/10/23 0:00,ORDER09288,Bank Transfer,118,No,5,Next Day,13.00%,$806.4,"$1,697",10,1,$16.7,$7K
Home,Germany,2071,06/08/23 0:00,ORDER07527,Bank Transfer,18,No,5,Next Day,10.00%,$700.4,$884,5,4,$25.2,$3K
Home,Germany,8050,11/01/23 0:00,ORDER08764,Bank Transfer,887,No,5,Next Day,26.00%,$908.7,$750,4,5,$28.4,$3K
Home,Germany,6911,05/08/23 0:00,ORDER07927,Bank Transfer,471,No,5,Next Day,36.00%,$660.3,$369,5,5,$6.5,$2K
Home,UK,7356,6/20/2023 12:00:00 AM,ORDER07755,Bank Transfer,412,No,1,Next Day,19.00%,$725.3,$518,5,0,$43.4,$3K
Home,UK,4779,4/25/2023 12:00:00 AM,ORDER02562,Bank Transfer,370,No,2,Next Day,33.00%,$622.2,$509,6,5,$38.2,$3K
Home,UK,1483,1/18/2023 12:00:00 AM,ORDER06377,Bank Transfer,441,No,2,Next Day,6.00%,$309.7,$330,7,5,$47.1,$2K
Home,UK,6698,7/13/2023 12:00:00 AM,ORDER05428,Bank Transfer,756,No,3,Next Day,11.00%,$439.8,$383,5,0,$3.9,$2K
Home,UK,9678,4/24/2023 12:00:00 AM,ORDER09394,Bank Transfer,293,No,3,Next Day,17.00%,$143.8,$133,10,2,$44.4,$1K
Home,UK,5847,09/01/23 0:00,ORDER07855,Bank Transfer,242,No,4,Next Day,21.00%,$694.6,"$1,131",10,5,$31.5,$5K
Home,UK,1844,2/27/2023 12:00:00 AM,ORDER05296,Bank Transfer,210,No,5,Next Day,24.00%,$965.2,$484,3,2,$18.2,$2K
